Username,ID,ExperimentName,Session,Trial,Date,TimeDif,Condition Number,Stimuli File,Order File,Condition Description,Condition Notes,Stimuli*Cue,Stimuli*Answer,Stimuli*Value,"Stimuli*AdvShuffle; Target Cue, Answer",Stimuli*AdvShuffle; Target Value,Procedure*Item,Procedure*Trial Type,Procedure*Max Time,Procedure*Min Time,Procedure*Text,Procedure*Settings,Procedure*Shuffle,Response*RT,Response*Response,Response*Accuracy,Response*RTfirst,Response*RTlast,Response*strictAcc,Response*lenientAcc,Response*focus,Response*Focus,Response*Study_Protocol,Grid*grid,Response*JOLItem0,Response*JOLItem1,Response*JOLItem2,Response*JOLItem3,Response*JOLItem4,Response*JOLItem5,Response*JOLItem6,Response*JOLItem7,Response*JOLItem8,Response*JOLItem9,Response*IsCONF,Response*Selectivity_Index,Response*SI_Best,Response*SI_Chance,Response*CorrectCount,Response*PossibleVal,Response*ReceivedVal,Response*Coord,Response*Value,Response*Correct,Response*RespOrder,Response*CorrectCoord,Response*JOL,Grid_Item_Presentation Order,Grid_Item_Coord,Grid_Item_Value,Grid_Item_Correct,Grid_Item_RespOrder,Grid_Item_CorrectCoord,Grid_Item_JOL,Grid_Item_Stim_Cue,Grid_Item_Stim_Answer,Grid_Item_Stim_Value,"Grid_Item_Stim_AdvShuffle; Target Cue, Answer",Grid_Item_Stim_AdvShuffle; Target Value
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,9,2020-04-16T10:15:51-07:00,0.003167152,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/hammer.png|Images/shoe.png|Images/ball.png|Images/sailboat.jpg|Images/hat.png|Images/gift.GIF|Images/pen.bmp|Images/magnifying glass.GIF|Images/car.jpg|Images/flag.png,hammer|shoe|ball|sailboat|hat|gift|pen|magnifying glass|car|flag,7|6|4|2|10|8|5|3|9|1,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2,12::21,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,171505,,,14778,159025,,,,0.998,,,9,9,9,9,10,5,9,1,9,9,undefined,0.25,45,33,6,55,36,"2.3,1.2,3.4,1.4,4.3,3.1,4.0,0.2,0.1,2.0","7,6,4,2,10,8,5,3,9,1","0,1,1,1,1,0,1,0,1,0","7,10,6,8,5,2,3,9,1,4","0.2,1.2,3.4,1.4,4.3,2.0,4.0,3.1,0.1,2.3","9,9,9,9,10,5,9,1,9,9,,,,,,,,,,",7,4,5,1,3,4,9,Images/pen.bmp,pen,5,allStim,Grid2
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,9,2020-04-16T10:15:51-07:00,0.003572941,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/hammer.png|Images/shoe.png|Images/ball.png|Images/sailboat.jpg|Images/hat.png|Images/gift.GIF|Images/pen.bmp|Images/magnifying glass.GIF|Images/car.jpg|Images/flag.png,hammer|shoe|ball|sailboat|hat|gift|pen|magnifying glass|car|flag,7|6|4|2|10|8|5|3|9|1,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2,12::21,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,171505,,,14778,159025,,,,0.998,,,9,9,9,9,10,5,9,1,9,9,undefined,0.25,45,33,6,55,36,"2.3,1.2,3.4,1.4,4.3,3.1,4.0,0.2,0.1,2.0","7,6,4,2,10,8,5,3,9,1","0,1,1,1,1,0,1,0,1,0","7,10,6,8,5,2,3,9,1,4","0.2,1.2,3.4,1.4,4.3,2.0,4.0,3.1,0.1,2.3","9,9,9,9,10,5,9,1,9,9,,,,,,,,,,",2,1.2,6,1,10,1.2,9,Images/shoe.png,shoe,6,allStim,Grid2
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,9,2020-04-16T10:15:51-07:00,0.003431082,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/hammer.png|Images/shoe.png|Images/ball.png|Images/sailboat.jpg|Images/hat.png|Images/gift.GIF|Images/pen.bmp|Images/magnifying glass.GIF|Images/car.jpg|Images/flag.png,hammer|shoe|ball|sailboat|hat|gift|pen|magnifying glass|car|flag,7|6|4|2|10|8|5|3|9|1,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2,12::21,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,171505,,,14778,159025,,,,0.998,,,9,9,9,9,10,5,9,1,9,9,undefined,0.25,45,33,6,55,36,"2.3,1.2,3.4,1.4,4.3,3.1,4.0,0.2,0.1,2.0","7,6,4,2,10,8,5,3,9,1","0,1,1,1,1,0,1,0,1,0","7,10,6,8,5,2,3,9,1,4","0.2,1.2,3.4,1.4,4.3,2.0,4.0,3.1,0.1,2.3","9,9,9,9,10,5,9,1,9,9,,,,,,,,,,",1,2.3,7,0,7,0.2,9,Images/hammer.png,hammer,7,allStim,Grid2
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,9,2020-04-16T10:15:51-07:00,0.003587008,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/hammer.png|Images/shoe.png|Images/ball.png|Images/sailboat.jpg|Images/hat.png|Images/gift.GIF|Images/pen.bmp|Images/magnifying glass.GIF|Images/car.jpg|Images/flag.png,hammer|shoe|ball|sailboat|hat|gift|pen|magnifying glass|car|flag,7|6|4|2|10|8|5|3|9|1,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2,12::21,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,171505,,,14778,159025,,,,0.998,,,9,9,9,9,10,5,9,1,9,9,undefined,0.25,45,33,6,55,36,"2.3,1.2,3.4,1.4,4.3,3.1,4.0,0.2,0.1,2.0","7,6,4,2,10,8,5,3,9,1","0,1,1,1,1,0,1,0,1,0","7,10,6,8,5,2,3,9,1,4","0.2,1.2,3.4,1.4,4.3,2.0,4.0,3.1,0.1,2.3","9,9,9,9,10,5,9,1,9,9,,,,,,,,,,",6,3.1,8,0,2,2,5,Images/gift.GIF,gift,8,allStim,Grid2
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,9,2020-04-16T10:15:51-07:00,0.003676891,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/hammer.png|Images/shoe.png|Images/ball.png|Images/sailboat.jpg|Images/hat.png|Images/gift.GIF|Images/pen.bmp|Images/magnifying glass.GIF|Images/car.jpg|Images/flag.png,hammer|shoe|ball|sailboat|hat|gift|pen|magnifying glass|car|flag,7|6|4|2|10|8|5|3|9|1,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2,12::21,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,171505,,,14778,159025,,,,0.998,,,9,9,9,9,10,5,9,1,9,9,undefined,0.25,45,33,6,55,36,"2.3,1.2,3.4,1.4,4.3,3.1,4.0,0.2,0.1,2.0","7,6,4,2,10,8,5,3,9,1","0,1,1,1,1,0,1,0,1,0","7,10,6,8,5,2,3,9,1,4","0.2,1.2,3.4,1.4,4.3,2.0,4.0,3.1,0.1,2.3","9,9,9,9,10,5,9,1,9,9,,,,,,,,,,",9,0.1,9,1,1,0.1,9,Images/car.jpg,car,9,allStim,Grid2
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,9,2020-04-16T10:15:51-07:00,0.003787041,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/hammer.png|Images/shoe.png|Images/ball.png|Images/sailboat.jpg|Images/hat.png|Images/gift.GIF|Images/pen.bmp|Images/magnifying glass.GIF|Images/car.jpg|Images/flag.png,hammer|shoe|ball|sailboat|hat|gift|pen|magnifying glass|car|flag,7|6|4|2|10|8|5|3|9|1,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2,12::21,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,171505,,,14778,159025,,,,0.998,,,9,9,9,9,10,5,9,1,9,9,undefined,0.25,45,33,6,55,36,"2.3,1.2,3.4,1.4,4.3,3.1,4.0,0.2,0.1,2.0","7,6,4,2,10,8,5,3,9,1","0,1,1,1,1,0,1,0,1,0","7,10,6,8,5,2,3,9,1,4","0.2,1.2,3.4,1.4,4.3,2.0,4.0,3.1,0.1,2.3","9,9,9,9,10,5,9,1,9,9,,,,,,,,,,",5,4.3,10,1,5,4.3,10,Images/hat.png,hat,10,allStim,Grid2
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,10,2020-04-16T10:16:25-07:00,33.82162094,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/watch.png|Images/crutches.jpg|Images/lamp.png|Images/bowl.jpg|Images/salt.png|Images/bread.png|Images/basket.png|Images/camera.png|Images/wrench.png|Images/glasses.png,watch|crutches|lamp|bowl|salt|bread|basket|camera|wrench|glasses,2|10|8|3|5|4|6|9|7|1,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3,22::31,vdrGridDA,user,,,"""isi"": 0, ""study protocol"": ""simultaneous"", ""tones"": ""off""",off,33509,,,-1,-1,,,,1,simultaneous,"[{""1"":4,""2"":2},{""0"":0,""3"":1},{""4"":7,""2"":9},{""0"":8,""3"":6},{""1"":3,""4"":5}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,11,2020-04-16T10:18:13-07:00,107.738678,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/watch.png|Images/crutches.jpg|Images/lamp.png|Images/bowl.jpg|Images/salt.png|Images/bread.png|Images/basket.png|Images/camera.png|Images/wrench.png|Images/glasses.png,watch|crutches|lamp|bowl|salt|bread|basket|camera|wrench|glasses,2|10|8|3|5|4|6|9|7|1,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3,22::31,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,107141,,,11514,97728,,,,0.994,,,9,10,2,9,9,2,9,9,10,10,undefined,-0.12,40,27.5,5,55,26,"0.1,3.1,2.2,1.4,1.0,0.3,3.3,2.0,4.4,4.2","2,10,8,3,5,4,6,9,7,1","1,1,0,1,1,0,1,0,0,0","3,6,8,5,2,9,4,1,10,7","0.1,3.1,2.0,1.4,1.0,4.4,3.3,4.2,0.3,2.2","9,10,2,9,9,2,9,9,10,10,,,,,,,,,,",10,4.2,1,0,7,2.2,10,Images/glasses.png,glasses,1,allStim,Grid3
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,11,2020-04-16T10:18:13-07:00,0.004323959,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/watch.png|Images/crutches.jpg|Images/lamp.png|Images/bowl.jpg|Images/salt.png|Images/bread.png|Images/basket.png|Images/camera.png|Images/wrench.png|Images/glasses.png,watch|crutches|lamp|bowl|salt|bread|basket|camera|wrench|glasses,2|10|8|3|5|4|6|9|7|1,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3,22::31,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,107141,,,11514,97728,,,,0.994,,,9,10,2,9,9,2,9,9,10,10,undefined,-0.12,40,27.5,5,55,26,"0.1,3.1,2.2,1.4,1.0,0.3,3.3,2.0,4.4,4.2","2,10,8,3,5,4,6,9,7,1","1,1,0,1,1,0,1,0,0,0","3,6,8,5,2,9,4,1,10,7","0.1,3.1,2.0,1.4,1.0,4.4,3.3,4.2,0.3,2.2","9,10,2,9,9,2,9,9,10,10,,,,,,,,,,",1,0.1,2,1,3,0.1,9,Images/watch.png,watch,2,allStim,Grid3
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,11,2020-04-16T10:18:13-07:00,0.004359007,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/watch.png|Images/crutches.jpg|Images/lamp.png|Images/bowl.jpg|Images/salt.png|Images/bread.png|Images/basket.png|Images/camera.png|Images/wrench.png|Images/glasses.png,watch|crutches|lamp|bowl|salt|bread|basket|camera|wrench|glasses,2|10|8|3|5|4|6|9|7|1,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3,22::31,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,107141,,,11514,97728,,,,0.994,,,9,10,2,9,9,2,9,9,10,10,undefined,-0.12,40,27.5,5,55,26,"0.1,3.1,2.2,1.4,1.0,0.3,3.3,2.0,4.4,4.2","2,10,8,3,5,4,6,9,7,1","1,1,0,1,1,0,1,0,0,0","3,6,8,5,2,9,4,1,10,7","0.1,3.1,2.0,1.4,1.0,4.4,3.3,4.2,0.3,2.2","9,10,2,9,9,2,9,9,10,10,,,,,,,,,,",4,1.4,3,1,5,1.4,9,Images/bowl.jpg,bowl,3,allStim,Grid3
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,11,2020-04-16T10:18:13-07:00,0.004414082,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/watch.png|Images/crutches.jpg|Images/lamp.png|Images/bowl.jpg|Images/salt.png|Images/bread.png|Images/basket.png|Images/camera.png|Images/wrench.png|Images/glasses.png,watch|crutches|lamp|bowl|salt|bread|basket|camera|wrench|glasses,2|10|8|3|5|4|6|9|7|1,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3,22::31,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,107141,,,11514,97728,,,,0.994,,,9,10,2,9,9,2,9,9,10,10,undefined,-0.12,40,27.5,5,55,26,"0.1,3.1,2.2,1.4,1.0,0.3,3.3,2.0,4.4,4.2","2,10,8,3,5,4,6,9,7,1","1,1,0,1,1,0,1,0,0,0","3,6,8,5,2,9,4,1,10,7","0.1,3.1,2.0,1.4,1.0,4.4,3.3,4.2,0.3,2.2","9,10,2,9,9,2,9,9,10,10,,,,,,,,,,",6,0.3,4,0,9,4.4,2,Images/bread.png,bread,4,allStim,Grid3
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,11,2020-04-16T10:18:13-07:00,0.00454998,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/watch.png|Images/crutches.jpg|Images/lamp.png|Images/bowl.jpg|Images/salt.png|Images/bread.png|Images/basket.png|Images/camera.png|Images/wrench.png|Images/glasses.png,watch|crutches|lamp|bowl|salt|bread|basket|camera|wrench|glasses,2|10|8|3|5|4|6|9|7|1,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3,22::31,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,107141,,,11514,97728,,,,0.994,,,9,10,2,9,9,2,9,9,10,10,undefined,-0.12,40,27.5,5,55,26,"0.1,3.1,2.2,1.4,1.0,0.3,3.3,2.0,4.4,4.2","2,10,8,3,5,4,6,9,7,1","1,1,0,1,1,0,1,0,0,0","3,6,8,5,2,9,4,1,10,7","0.1,3.1,2.0,1.4,1.0,4.4,3.3,4.2,0.3,2.2","9,10,2,9,9,2,9,9,10,10,,,,,,,,,,",5,1,5,1,2,1,9,Images/salt.png,salt,5,allStim,Grid3
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,11,2020-04-16T10:18:13-07:00,0.004668951,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/watch.png|Images/crutches.jpg|Images/lamp.png|Images/bowl.jpg|Images/salt.png|Images/bread.png|Images/basket.png|Images/camera.png|Images/wrench.png|Images/glasses.png,watch|crutches|lamp|bowl|salt|bread|basket|camera|wrench|glasses,2|10|8|3|5|4|6|9|7|1,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3,22::31,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,107141,,,11514,97728,,,,0.994,,,9,10,2,9,9,2,9,9,10,10,undefined,-0.12,40,27.5,5,55,26,"0.1,3.1,2.2,1.4,1.0,0.3,3.3,2.0,4.4,4.2","2,10,8,3,5,4,6,9,7,1","1,1,0,1,1,0,1,0,0,0","3,6,8,5,2,9,4,1,10,7","0.1,3.1,2.0,1.4,1.0,4.4,3.3,4.2,0.3,2.2","9,10,2,9,9,2,9,9,10,10,,,,,,,,,,",7,3.3,6,1,4,3.3,9,Images/basket.png,basket,6,allStim,Grid3
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,11,2020-04-16T10:18:13-07:00,0.005316019,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/watch.png|Images/crutches.jpg|Images/lamp.png|Images/bowl.jpg|Images/salt.png|Images/bread.png|Images/basket.png|Images/camera.png|Images/wrench.png|Images/glasses.png,watch|crutches|lamp|bowl|salt|bread|basket|camera|wrench|glasses,2|10|8|3|5|4|6|9|7|1,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3,22::31,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,107141,,,11514,97728,,,,0.994,,,9,10,2,9,9,2,9,9,10,10,undefined,-0.12,40,27.5,5,55,26,"0.1,3.1,2.2,1.4,1.0,0.3,3.3,2.0,4.4,4.2","2,10,8,3,5,4,6,9,7,1","1,1,0,1,1,0,1,0,0,0","3,6,8,5,2,9,4,1,10,7","0.1,3.1,2.0,1.4,1.0,4.4,3.3,4.2,0.3,2.2","9,10,2,9,9,2,9,9,10,10,,,,,,,,,,",9,4.4,7,0,10,0.3,10,Images/wrench.png,wrench,7,allStim,Grid3
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,11,2020-04-16T10:18:13-07:00,0.005134106,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/watch.png|Images/crutches.jpg|Images/lamp.png|Images/bowl.jpg|Images/salt.png|Images/bread.png|Images/basket.png|Images/camera.png|Images/wrench.png|Images/glasses.png,watch|crutches|lamp|bowl|salt|bread|basket|camera|wrench|glasses,2|10|8|3|5|4|6|9|7|1,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3,22::31,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,107141,,,11514,97728,,,,0.994,,,9,10,2,9,9,2,9,9,10,10,undefined,-0.12,40,27.5,5,55,26,"0.1,3.1,2.2,1.4,1.0,0.3,3.3,2.0,4.4,4.2","2,10,8,3,5,4,6,9,7,1","1,1,0,1,1,0,1,0,0,0","3,6,8,5,2,9,4,1,10,7","0.1,3.1,2.0,1.4,1.0,4.4,3.3,4.2,0.3,2.2","9,10,2,9,9,2,9,9,10,10,,,,,,,,,,",3,2.2,8,0,8,2,2,Images/lamp.png,lamp,8,allStim,Grid3
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,11,2020-04-16T10:18:13-07:00,0.00510788,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/watch.png|Images/crutches.jpg|Images/lamp.png|Images/bowl.jpg|Images/salt.png|Images/bread.png|Images/basket.png|Images/camera.png|Images/wrench.png|Images/glasses.png,watch|crutches|lamp|bowl|salt|bread|basket|camera|wrench|glasses,2|10|8|3|5|4|6|9|7|1,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3,22::31,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,107141,,,11514,97728,,,,0.994,,,9,10,2,9,9,2,9,9,10,10,undefined,-0.12,40,27.5,5,55,26,"0.1,3.1,2.2,1.4,1.0,0.3,3.3,2.0,4.4,4.2","2,10,8,3,5,4,6,9,7,1","1,1,0,1,1,0,1,0,0,0","3,6,8,5,2,9,4,1,10,7","0.1,3.1,2.0,1.4,1.0,4.4,3.3,4.2,0.3,2.2","9,10,2,9,9,2,9,9,10,10,,,,,,,,,,",8,2,9,0,1,4.2,9,Images/camera.png,camera,9,allStim,Grid3
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,11,2020-04-16T10:18:13-07:00,0.005288124,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/watch.png|Images/crutches.jpg|Images/lamp.png|Images/bowl.jpg|Images/salt.png|Images/bread.png|Images/basket.png|Images/camera.png|Images/wrench.png|Images/glasses.png,watch|crutches|lamp|bowl|salt|bread|basket|camera|wrench|glasses,2|10|8|3|5|4|6|9|7|1,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3|Grid3,22::31,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,107141,,,11514,97728,,,,0.994,,,9,10,2,9,9,2,9,9,10,10,undefined,-0.12,40,27.5,5,55,26,"0.1,3.1,2.2,1.4,1.0,0.3,3.3,2.0,4.4,4.2","2,10,8,3,5,4,6,9,7,1","1,1,0,1,1,0,1,0,0,0","3,6,8,5,2,9,4,1,10,7","0.1,3.1,2.0,1.4,1.0,4.4,3.3,4.2,0.3,2.2","9,10,2,9,9,2,9,9,10,10,,,,,,,,,,",2,3.1,10,1,6,3.1,10,Images/crutches.jpg,crutches,10,allStim,Grid3
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,12,2020-04-16T10:18:47-07:00,33.82755494,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/guitar.png|Images/rollingpin.png|Images/garbage.jpg|Images/bell.png|Images/cake.jpg|Images/clock.jpg|Images/lipstick.png|Images/radio.jpg|Images/screw.png|Images/pencil.jpg,guitar|rollingpin|garbage|bell|cake|clock|lipstick|radio|screw|pencil,4|8|3|10|9|2|7|6|1|5,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid4|Grid4|Grid4|Grid4|Grid4|Grid4|Grid4|Grid4|Grid4|Grid4,32::41,vdrGridDA,user,,,"""isi"": 0, ""study protocol"": ""simultaneous"", ""tones"": ""off""",off,33507,,,-1,-1,,,,1,simultaneous,"[{""0"":2,""3"":7},{""2"":9,""0"":3},{""3"":8,""1"":1},{""2"":5,""4"":4},{""4"":0,""1"":6}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,13,2020-04-16T10:21:01-07:00,133.9261301,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/guitar.png|Images/rollingpin.png|Images/garbage.jpg|Images/bell.png|Images/cake.jpg|Images/clock.jpg|Images/lipstick.png|Images/radio.jpg|Images/screw.png|Images/pencil.jpg,guitar|rollingpin|garbage|bell|cake|clock|lipstick|radio|screw|pencil,4|8|3|10|9|2|7|6|1|5,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid4|Grid4|Grid4|Grid4|Grid4|Grid4|Grid4|Grid4|Grid4|Grid4,32::41,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,133302,,,10748,122289,,,,1,,,1,9,9,9,9,9,9,9,9,9,undefined,0.333333333,27,16.5,3,55,20,"4.4,0.2,3.4,1.3,4.3,2.2,1.4,2.0,3.1,1.1","4,8,3,10,9,2,7,6,1,5","1,0,0,0,1,0,1,0,0,0","10,1,9,6,7,5,8,3,4,2","4.4,1.2,0.0,0.1,4.3,2.3,1.4,3.0,3.2,2.1","1,9,9,9,9,9,9,9,9,9,,,,,,,,,,",9,3.1,1,0,4,3.2,9,Images/screw.png,screw,1,allStim,Grid4
